id,category,title,url,min_price,main_price,old_price,discount_rate,currency,storage,seller_count,star_rating,eval_count,review_count,recommend_rate,purchase_count,view_count,brand,pickup_days,delivery_days,seller,image_url,image_count,video_url,parse_date,region
100945605094,"Души, душевые панели, гарнитуры/Grohenberg",Гигиенический душ скрытого монтажа Grohenberg GB001 черный матовый,https://pokupki.market.yandex.ru/product/gigienicheskii-dush-skrytogo-montazha-grohenberg-gb001-chernyi-matovyi/100945605094?show-uid=16110904827896120254706001&offerid=Vxd-9NyTtZrdUEB_nOYJLw&lr=54&lr=54,5890,5890,5890,0,RUB,Склад  Яндекс.Маркет ,1,,,1,,0,247,Grohenberg,4,3,Гигиенический душ.ру интернет магазин сантехники,avatars.mds.yandex.net/get-mpic/1544149/img_id2886496954929002689.jpeg/orig,0,,20-01-2021 00:08:37,Екатеринбург
100993668919,"Души, душевые панели, гарнитуры/Grohenberg",Гигиенический душ скрытого монтажа Grohenberg GB001W белый,https://pokupki.market.yandex.ru/product/gigienicheskii-dush-skrytogo-montazha-grohenberg-gb001w-belyi/100993668919?show-uid=16110904827896120254706002&offerid=iIMCabRRIlWaeB3l5mCdUA&lr=54&lr=54,6159,6159,6159,0,RUB,Склад  продавца,1,,,0,,0,170,Grohenberg,5,5,gigienicheskiy-dush.ru,avatars.mds.yandex.net/get-mpic/1923922/img_id2225384346669280623.jpeg/orig,0,,20-01-2021 00:09:10,Екатеринбург
100993149418,Смесители/Grohenberg,Смеситель для раковины Grohenberg GB2001 черный/хром,https://pokupki.market.yandex.ru/product/smesitel-dlia-rakoviny-grohenberg-gb2001-chernyi-khrom/100993149418?show-uid=16110904827896120254706003&offerid=uSoRP9a78pcvKrlC62WzxQ&lr=54&lr=54,7582,7582,7582,0,RUB,Склад  продавца,1,,,0,,0,37,Grohenberg,5,5,gigienicheskiy-dush.ru,avatars.mds.yandex.net/get-mpic/1865974/img_id2883895998336637.jpeg/orig,0,,20-01-2021 00:09:38,Екатеринбург
100993399863,Смесители/Grohenberg,Смеситель для кухни Grohenberg GB40114 хром,https://pokupki.market.yandex.ru/product/smesitel-dlia-kukhni-grohenberg-gb40114-khrom/100993399863?show-uid=16110904827896120254706004&offerid=Qd7mUnmVVDz5Oz2VU9k5_Q&lr=54&lr=54,5507,5507,5507,0,RUB,Склад  продавца,1,,,0,,0,0,Grohenberg,5,5,gigienicheskiy-dush.ru,avatars.mds.yandex.net/get-mpic/1599966/img_id8356038398687772608.jpeg/orig,0,,20-01-2021 00:10:07,Екатеринбург
100993504985,Смесители/Grohenberg,Смеситель для кухни Grohenberg GB40282 хром,https://pokupki.market.yandex.ru/product/smesitel-dlia-kukhni-grohenberg-gb40282-khrom/100993504985?show-uid=16110904827896120254706005&offerid=MTa00F0-d2zlGj9FHnpkdw&lr=54&lr=54,7183,7183,7183,0,RUB,Склад  продавца,1,,,0,,0,0,Grohenberg,5,5,gigienicheskiy-dush.ru,avatars.mds.yandex.net/get-mpic/1713519/img_id834364192555296695.png/orig,0,,20-01-2021 00:10:36,Екатеринбург
100993671930,"Души, душевые панели, гарнитуры/Grohenberg",Гигиенический душ скрытого монтажа Grohenberg GB002W белый,https://pokupki.market.yandex.ru/product/gigienicheskii-dush-skrytogo-montazha-grohenberg-gb002w-belyi/100993671930?show-uid=16110904827896120254706006&offerid=bGQHYbf9wIv0V_DDJA6M0g&lr=54&lr=54,6798,6798,6798,0,RUB,Склад  продавца,1,,,0,,0,140,Grohenberg,5,5,gigienicheskiy-dush.ru,avatars.mds.yandex.net/get-mpic/1927422/img_id1760400960644065987.jpeg/orig,0,,20-01-2021 00:11:05,Екатеринбург
101049012628,"Души, душевые панели, гарнитуры/Grohenberg",Гигиенический душ скрытого монтажа Grohenberg GB1003 бронза,https://pokupki.market.yandex.ru/product/gigienicheskii-dush-skrytogo-montazha-grohenberg-gb1003-bronza/101049012628?show-uid=16110904827896120254706007&offerid=_3CiRg0Yq02GUsfcghOU0Q&lr=54&lr=54,7548,7548,7548,0,RUB,Склад  продавца,1,,,0,,0,76,Grohenberg,5,5,gigienicheskiy-dush.ru,avatars.mds.yandex.net/get-mpic/1865652/img_id2129543581892669773.jpeg/orig,0,,20-01-2021 00:11:32,Екатеринбург
